"","GO","evidence","gene"
"4169","GO:0006511","ISS","LOC105832223"
"4170","GO:0007275","ISS","LOC105832223"
"4171","GO:0007608","ISS","LOC105830910"
"4172","GO:0007264","ISS","LOC105834641"
"4173","GO:0050909","ISS","LOC105830534"
"4174","GO:0000105","ISS","LOC105829844"
"4175","GO:0046439","ISS","LOC105838922"
"4176","GO:0055114","ISS","LOC105838922"
"4177","GO:0008299","ISS","LOC105829557"
"4178","GO:0007264","ISS","LOC105833831"
"4179","GO:0006334","ISS","LOC105833081"
"4180","GO:0007264","ISS","LOC105829030"
"4181","GO:0050909","ISS","LOC105829732"
"4182","GO:0007608","ISS","LOC105838072"
"4183","GO:0006355","ISS","LOC105829713"
"4184","GO:0006355","ISS","LOC105839220"
"4185","GO:0006364","ISS","LOC105839359"
"4186","GO:0007608","ISS","LOC105839478"
"4187","GO:0055114","ISS","LOC105836000"
"4188","GO:0042254","ISS","LOC105837998"
"4189","GO:0006355","ISS","LOC105834816"
"4190","GO:0050909","ISS","LOC105835921"
"4191","GO:0003333","ISS","LOC105834485"
"4192","GO:0034968","ISS","LOC105836795"
"4193","GO:0050909","ISS","LOC105830686"
"4194","GO:0055114","ISS","LOC105840529"
"4195","GO:0045454","ISS","LOC105840529"
"4196","GO:0007608","ISS","LOC105828698"
"4197","GO:0006750","ISS","LOC105834659"
"4198","GO:0006750","ISS","LOC105834659"
"4199","GO:0006357","ISS","LOC105828737"
"4200","GO:0007264","ISS","LOC105837643"
"4201","GO:0055114","ISS","LOC105828758"
"4202","GO:0007186","ISS","LOC105839471"
"4203","GO:0050909","ISS","LOC105832706"
"4204","GO:0001522","ISS","LOC105832763"
"4205","GO:0042254","ISS","LOC105832763"
"4206","GO:0007264","ISS","LOC105839520"
"4207","GO:0009058","ISS","LOC105828101"
"4208","GO:0045454","ISS","LOC105830174"
"4209","GO:0006030","ISS","LOC105836460"
"4210","GO:0006030","ISS","LOC105836460"
"4211","GO:0006030","ISS","LOC105836460"
"4212","GO:0055085","ISS","LOC105841064"
"4213","GO:0055085","ISS","LOC105841064"
"4214","GO:0006813","ISS","LOC105835489"
"4215","GO:0006814","ISS","LOC105835489"
"4216","GO:0055114","ISS","LOC105830161"
"4217","GO:0051260","ISS","LOC105830076"
"4218","GO:0006508","ISS","LOC105834471"
"4219","GO:0008152","ISS","LOC105827774"
"4220","GO:0016042","ISS","LOC105839831"
"4221","GO:0050909","ISS","LOC105829257"
"4222","GO:0002218","ISS","LOC105833609"
"4223","GO:0032481","ISS","LOC105833609"
"4224","GO:0007608","ISS","LOC105838071"
"4225","GO:0006412","ISS","LOC105828398"
"4226","GO:0006412","ISS","LOC105828398"
"4227","GO:0006413","ISS","LOC105832884"
"4228","GO:0006508","ISS","LOC105836924"
"4229","GO:0006457","ISS","LOC105832266"
"4230","GO:0006412","ISS","LOC105840625"
"4231","GO:0006468","ISS","LOC105835746"
"4232","GO:0008299","ISS","LOC105838924"
"4233","GO:0007608","ISS","LOC105839151"
"4234","GO:0019722","ISS","LOC105828330"
"4235","GO:0000398","ISS","LOC105831630"
"4236","GO:0006412","ISS","LOC105830992"
"4237","GO:0007264","ISS","LOC105833712"
"4238","GO:0016192","ISS","LOC105840692"
"4239","GO:0009229","ISS","LOC105829743"
"4240","GO:0009229","ISS","LOC105829743"
"4241","GO:0006508","ISS","LOC105832229"
"4242","GO:0009058","ISS","LOC105829880"
"4243","GO:0055114","ISS","LOC105836243"
"4244","GO:0055114","ISS","LOC105832397"
"4245","GO:0006412","ISS","LOC105840386"
"4246","GO:0050909","ISS","LOC105829923"
"4247","GO:0007264","ISS","LOC105833042"
"4248","GO:0050909","ISS","LOC105829264"
"4249","GO:0050909","ISS","LOC105835605"
"4250","GO:0007186","ISS","LOC105840117"
"4251","GO:0007264","ISS","LOC105838953"
"4252","GO:0006810","ISS","LOC105828607"
"4253","GO:0007264","ISS","LOC105835388"
"4254","GO:0007264","ISS","LOC105835388"
"4255","GO:0007186","ISS","LOC105835476"
"4256","GO:0035434","ISS","LOC105837772"
"4257","GO:0055114","ISS","LOC105831695"
"4258","GO:0055114","ISS","LOC105831695"
"4259","GO:0006355","ISS","LOC105835424"
"4260","GO:0006355","ISS","LOC105836531"
"4261","GO:0007264","ISS","LOC105838998"
"4262","GO:0006744","ISS","LOC105829252"
"4263","GO:0006810","ISS","LOC105828015"
"4264","GO:0006357","ISS","LOC105831156"
"4265","GO:0007608","ISS","LOC105832571"
"4266","GO:0007608","ISS","LOC105832571"
"4267","GO:0032259","ISS","LOC105829964"
"4268","GO:0007264","ISS","LOC105832744"
"4269","GO:0007264","ISS","LOC105838945"
"4270","GO:0007264","ISS","LOC105839133"
"4271","GO:0055114","ISS","LOC105827938"
"4272","GO:0055114","ISS","LOC105827938"
"4273","GO:0055114","ISS","LOC105828584"
"4274","GO:0055114","ISS","LOC105828584"
"4275","GO:0006810","ISS","LOC105829847"
"4276","GO:0006355","ISS","LOC105836991"
"4277","GO:0007608","ISS","LOC105833401"
"4278","GO:0007034","ISS","LOC105829919"
"4279","GO:0007049","ISS","LOC105834960"
"4280","GO:0008299","ISS","LOC105827810"
"4281","GO:0055114","ISS","LOC105830890"
"4282","GO:0055114","ISS","LOC105832343"
"4283","GO:0007608","ISS","LOC105838264"
"4284","GO:0006897","ISS","LOC105829191"
"4285","GO:0006810","ISS","LOC105840888"
"4286","GO:0007608","ISS","LOC105832876"
"4287","GO:0006807","ISS","LOC105828043"
"4288","GO:0007186","ISS","LOC105830598"
"4289","GO:0006888","ISS","LOC105831300"
"4290","GO:0006888","ISS","LOC105831300"
"4291","GO:0050909","ISS","LOC105837921"
"4292","GO:0005975","ISS","LOC105840860"
"4293","GO:0006508","ISS","LOC105829329"
"4294","GO:0055114","ISS","LOC105830893"
"4295","GO:0006464","ISS","LOC105834219"
"4296","GO:0007034","ISS","LOC105838535"
"4297","GO:0006801","ISS","LOC105830864"
"4298","GO:0055114","ISS","LOC105830864"
"4299","GO:0006801","ISS","LOC105830864"
"4300","GO:0055114","ISS","LOC105830864"
"4301","GO:0006413","ISS","LOC105838904"
"4302","GO:0006464","ISS","LOC105834774"
"4303","GO:0006351","ISS","LOC105836042"
"4304","GO:0006351","ISS","LOC105836042"
"4305","GO:0055114","ISS","LOC105828722"
"4306","GO:0051603","ISS","LOC105831395"
"4307","GO:0007608","ISS","LOC105836124"
"4308","GO:0034477","ISS","LOC105832225"
"4309","GO:0006810","ISS","LOC105836462"
"4310","GO:0007264","ISS","LOC105838210"
"4311","GO:0007264","ISS","LOC105828213"
"4312","GO:0006810","ISS","LOC105833171"
"4313","GO:0055085","ISS","LOC105833171"
"4314","GO:0007186","ISS","LOC105835772"
"4315","GO:0006555","ISS","LOC105829361"
"4316","GO:0055114","ISS","LOC105829361"
"4317","GO:0008152","ISS","LOC105830777"
"4318","GO:0007608","ISS","LOC105833977"
"4319","GO:0008299","ISS","LOC105839632"
"4320","GO:0055085","ISS","LOC105830273"
"4321","GO:0055085","ISS","LOC105830273"
"4322","GO:0007264","ISS","LOC105840553"
"4323","GO:0008299","ISS","LOC105829556"
"4324","GO:0007264","ISS","LOC105833173"
"4325","GO:0007264","ISS","LOC105833438"
"4326","GO:0007264","ISS","LOC105832076"
"4327","GO:0007264","ISS","LOC105839920"
"4328","GO:0006364","ISS","LOC105828325"
"4329","GO:0008033","ISS","LOC105828325"
"4330","GO:0007608","ISS","LOC105832583"
"4331","GO:0007264","ISS","LOC105837771"
"4332","GO:0006508","ISS","LOC105839834"
"4333","GO:0006508","ISS","LOC105839834"
"4334","GO:0033014","ISS","LOC105835182"
"4335","GO:0042254","ISS","LOC105828693"
"4336","GO:0006355","ISS","LOC105834030"
"4337","GO:0007608","ISS","LOC105834979"
"4338","GO:0008033","ISS","LOC105837438"
"4339","GO:0006508","ISS","LOC105840295"
"4340","GO:0000160","ISS","LOC105829803"
"4341","GO:0006355","ISS","LOC105829803"
"4342","GO:0007264","ISS","LOC105828502"
"4343","GO:0006352","ISS","LOC105838631"
"4344","GO:0006352","ISS","LOC105838631"
"4345","GO:0016485","ISS","LOC105832380"
"4346","GO:0043085","ISS","LOC105832380"
"4347","GO:0055070","ISS","LOC105832604"
"4348","GO:0005975","ISS","LOC105836608"
"4349","GO:0006352","ISS","LOC105838209"
"4350","GO:0007264","ISS","LOC105836668"
"4351","GO:0006468","ISS","LOC105838696"
"4352","GO:0006030","ISS","LOC105836476"
"4353","GO:0006030","ISS","LOC105836476"
"4354","GO:0007608","ISS","LOC105837213"
"4355","GO:0007264","ISS","LOC105836305"
"4356","GO:0007608","ISS","LOC105839148"
"4357","GO:0008654","ISS","LOC105840568"
"4358","GO:0046854","ISS","LOC105836732"
"4359","GO:0006508","ISS","LOC105837602"
"4360","GO:0006508","ISS","LOC105838712"
"4361","GO:0007186","ISS","LOC105832154"
"4362","GO:0008152","ISS","LOC105838090"
"4363","GO:0005975","ISS","LOC105828068"
"4364","GO:0000413","ISS","LOC105837329"
"4365","GO:0006457","ISS","LOC105837329"
"4366","GO:0007018","ISS","LOC105839642"
"4367","GO:0007608","ISS","LOC105837745"
"4368","GO:0055114","ISS","LOC105832075"
"4369","GO:0055114","ISS","LOC105832075"
"4370","GO:0006470","ISS","LOC105829517"
"4371","GO:0055114","ISS","LOC105832185"
"4372","GO:0007264","ISS","LOC105828603"
"4373","GO:0007608","ISS","LOC105833832"
"4374","GO:0006621","ISS","LOC105834247"
"4375","GO:0006810","ISS","LOC105830382"
"4376","GO:0006886","ISS","LOC105839098"
"4377","GO:0009231","ISS","LOC105829777"
"4378","GO:0009231","ISS","LOC105829777"
"4379","GO:0006480","ISS","LOC105835643"
"4380","GO:0008152","ISS","LOC105835643"
"4381","GO:0006810","ISS","LOC105840287"
"4382","GO:0007034","ISS","LOC105829756"
"4383","GO:0006355","ISS","LOC105833732"
"4384","GO:0007096","ISS","LOC105829216"
"4385","GO:0006164","ISS","LOC105828008"
"4386","GO:0006810","ISS","LOC105836234"
"4387","GO:0051603","ISS","LOC105828222"
"4388","GO:0055085","ISS","LOC105828846"
"4389","GO:0055085","ISS","LOC105828846"
"4390","GO:0000160","ISS","LOC105827908"
"4391","GO:0006355","ISS","LOC105827908"
"4392","GO:0006629","ISS","LOC105828866"
"4393","GO:0007608","ISS","LOC105829158"
"4394","GO:0015986","ISS","LOC105831294"
"4395","GO:0006508","ISS","LOC105832316"
"4396","GO:0006508","ISS","LOC105832316"
"4397","GO:0015703","ISS","LOC105828056"
"4398","GO:0045454","ISS","LOC105829537"
"4399","GO:0045454","ISS","LOC105829537"
"4400","GO:0050909","ISS","LOC105831795"
"4401","GO:0007165","ISS","LOC105835623"
"4402","GO:0006508","ISS","LOC105834769"
"4403","GO:0006508","ISS","LOC105834769"
"4404","GO:0006508","ISS","LOC105838156"
"4405","GO:0051603","ISS","LOC105831219"
"4406","GO:0007275","ISS","LOC105836222"
"4407","GO:0016055","ISS","LOC105836222"
"4408","GO:0007186","ISS","LOC105829500"
"4409","GO:0006412","ISS","LOC105835325"
"4410","GO:0006508","ISS","LOC105832107"
"4411","GO:0006810","ISS","LOC105841134"
"4412","GO:0050909","ISS","LOC105829265"
"4413","GO:0015074","ISS","LOC105834160"
"4414","GO:0008152","ISS","LOC105829101"
"4415","GO:0007608","ISS","LOC105836524"
"4416","GO:0007608","ISS","LOC105836524"
"4417","GO:0046907","ISS","LOC105838716"
"4418","GO:0007264","ISS","LOC105829772"
"4419","GO:0006355","ISS","LOC105838761"
"4420","GO:0007264","ISS","LOC105839251"
"4421","GO:0007264","ISS","LOC105834750"
"4422","GO:0007608","ISS","LOC105832587"
"4423","GO:0038032","ISS","LOC105833530"
"4424","GO:0050909","ISS","LOC105834814"
"4425","GO:0006412","ISS","LOC105830842"
"4426","GO:0016192","ISS","LOC105840967"
"4427","GO:0006355","ISS","LOC105841131"
"4428","GO:0006313","ISS","LOC105840841"
"4429","GO:0006313","ISS","LOC105840841"
"4430","GO:0006333","ISS","LOC105838217"
"4431","GO:0007608","ISS","LOC105831613"
"4432","GO:0007608","ISS","LOC105838255"
"4433","GO:0007264","ISS","LOC105836741"
"4434","GO:0018193","ISS","LOC105828012"
"4435","GO:0006468","ISS","LOC105831855"
"4436","GO:0008152","ISS","LOC105830015"
"4437","GO:0000413","ISS","LOC105831088"
"4438","GO:0006457","ISS","LOC105831088"
"4439","GO:0006879","ISS","LOC105833151"
"4440","GO:0006412","ISS","LOC105833391"
"4441","GO:0050909","ISS","LOC105834685"
"4442","GO:0006511","ISS","LOC105830484"
"4443","GO:0016567","ISS","LOC105830484"
"4444","GO:0016567","ISS","LOC105830484"
"4445","GO:0007264","ISS","LOC105833813"
"4446","GO:0007608","ISS","LOC105837214"
"4447","GO:0007608","ISS","LOC105833975"
"4448","GO:0008033","ISS","LOC105837439"
"4449","GO:0006511","ISS","LOC105834676"
"4450","GO:0016559","ISS","LOC105830578"
"4451","GO:0008152","ISS","LOC105832859"
"4452","GO:0055114","ISS","LOC105832859"
"4453","GO:0007608","ISS","LOC105835404"
"4454","GO:0008152","ISS","LOC105830974"
"4455","GO:0006506","ISS","LOC105831367"
"4456","GO:0006355","ISS","LOC105834032"
"4457","GO:0007608","ISS","LOC105834976"
"4458","GO:0007264","ISS","LOC105836893"
"4459","GO:0007608","ISS","LOC105835037"
"4460","GO:0006397","ISS","LOC105835268"
"4461","GO:0009058","ISS","LOC105831721"
"4462","GO:0046836","ISS","LOC105828621"
"4463","GO:0007608","ISS","LOC105830626"
"4464","GO:0055114","ISS","LOC105829790"
"4465","GO:0055114","ISS","LOC105829790"
"4466","GO:0007264","ISS","LOC105838331"
"4467","GO:0006810","ISS","LOC105841142"
"4468","GO:0007034","ISS","LOC105834053"
"4469","GO:0006801","ISS","LOC105834904"
"4470","GO:0055114","ISS","LOC105834904"
"4471","GO:0050909","ISS","LOC105831797"
"4472","GO:0006357","ISS","LOC105840498"
"4473","GO:0008299","ISS","LOC105836102"
"4474","GO:0016559","ISS","LOC105831913"
"4475","GO:0006508","ISS","LOC105835514"
"4476","GO:0009253","ISS","LOC105835675"
"4477","GO:0006413","ISS","LOC105835783"
"4478","GO:0006412","ISS","LOC105838481"
"4479","GO:0006508","ISS","LOC105835393"
"4480","GO:0055114","ISS","LOC105828777"
"4481","GO:0007264","ISS","LOC105835248"
"4482","GO:0006508","ISS","LOC105828897"
"4483","GO:0055114","ISS","LOC105831335"
"4484","GO:0055114","ISS","LOC105831335"
"4485","GO:0006139","ISS","LOC105834773"
"4486","GO:0007264","ISS","LOC105828386"
"4487","GO:0007608","ISS","LOC105832588"
"4488","GO:0006284","ISS","LOC105833767"
"4489","GO:0015991","ISS","LOC105837802"
"4490","GO:0006412","ISS","LOC105840740"
"4491","GO:0006879","ISS","LOC105833152"
"4492","GO:0048193","ISS","LOC105835190"
"4493","GO:0007264","ISS","LOC105835603"
"4494","GO:0006468","ISS","LOC105835599"
"4495","GO:0006355","ISS","LOC105830090"
"4496","GO:0007608","ISS","LOC105834980"
"4497","GO:0009052","ISS","LOC105841139"
"4498","GO:0006508","ISS","LOC105832051"
"4499","GO:0055114","ISS","LOC105840263"
"4500","GO:0050909","ISS","LOC105837895"
"4501","GO:0007264","ISS","LOC105834494"
"4502","GO:0006508","ISS","LOC105831852"
"4503","GO:0007608","ISS","LOC105835750"
"4504","GO:0007186","ISS","LOC105836546"
"4505","GO:0006508","ISS","LOC105827852"
"4506","GO:0035556","ISS","LOC105841108"
"4507","GO:0006508","ISS","LOC105828524"
"4508","GO:0006508","ISS","LOC105828524"
"4509","GO:0055114","ISS","LOC105833010"
"4510","GO:0006508","ISS","LOC105840199"
"4511","GO:0006810","ISS","LOC105828266"
"4512","GO:0007186","ISS","LOC105839316"
"4513","GO:0007264","ISS","LOC105840933"
"4514","GO:0045454","ISS","LOC105829134"
"4515","GO:0055114","ISS","LOC105833737"
"4516","GO:0006412","ISS","LOC105834148"
"4517","GO:0032324","ISS","LOC105838268"
"4518","GO:0006313","ISS","LOC105829695"
"4519","GO:0006364","ISS","LOC105831557"
"4520","GO:0006379","ISS","LOC105831557"
"4521","GO:0008033","ISS","LOC105831557"
"4522","GO:0006810","ISS","LOC105834992"
"4523","GO:0007264","ISS","LOC105828993"
"4524","GO:0006508","ISS","LOC105837699"
"4525","GO:0006464","ISS","LOC105834218"
"4526","GO:0006629","ISS","LOC105838316"
"4527","GO:0006810","ISS","LOC105829775"
"4528","GO:0007608","ISS","LOC105831974"
"4529","GO:0050909","ISS","LOC105836379"
"4530","GO:0007608","ISS","LOC105833326"
"4531","GO:0006071","ISS","LOC105833484"
"4532","GO:0006412","ISS","LOC105830867"
"4533","GO:0006412","ISS","LOC105830867"
"4534","GO:0033227","ISS","LOC105840025"
"4535","GO:0006508","ISS","LOC105827850"
"4536","GO:0006355","ISS","LOC105836187"
"4537","GO:0055114","ISS","LOC105840470"
"4538","GO:0008152","ISS","LOC105827972"
"4539","GO:0007608","ISS","LOC105833974"
"4540","GO:0007608","ISS","LOC105833974"
"4541","GO:0007029","ISS","LOC105840920"
"4542","GO:0016192","ISS","LOC105836468"
"4543","GO:0006457","ISS","LOC105839909"
"4544","GO:0007005","ISS","LOC105835884"
"4545","GO:0006367","ISS","LOC105830020"
"4546","GO:0055085","ISS","LOC105837457"
"4547","GO:0016042","ISS","LOC105830641"
"4548","GO:0007608","ISS","LOC105836783"
"4549","GO:0050909","ISS","LOC105835626"
"4550","GO:0007166","ISS","LOC105837766"
"4551","GO:0006351","ISS","LOC105839633"
"4552","GO:0006412","ISS","LOC105835184"
"4553","GO:0006468","ISS","LOC105828063"
"4554","GO:0006468","ISS","LOC105828063"
"4555","GO:0006468","ISS","LOC105828063"
"4556","GO:0006468","ISS","LOC105828063"
"4557","GO:0046836","ISS","LOC105838130"
"4558","GO:0000413","ISS","LOC105827756"
"4559","GO:0006457","ISS","LOC105827756"
"4560","GO:0006810","ISS","LOC105836461"
"4561","GO:0006508","ISS","LOC105831007"
"4562","GO:0016042","ISS","LOC105833126"
"4563","GO:0006355","ISS","LOC105831025"
"4564","GO:0007608","ISS","LOC105832026"
"4565","GO:0007608","ISS","LOC105832570"
"4566","GO:0006508","ISS","LOC105839694"
"4567","GO:0006412","ISS","LOC105836510"
"4568","GO:0007608","ISS","LOC105836782"
"4569","GO:0008152","ISS","LOC105839411"
"4570","GO:0055114","ISS","LOC105832918"
"4571","GO:0032324","ISS","LOC105835215"
"4572","GO:0006915","ISS","LOC105828332"
"4573","GO:0043043","ISS","LOC105840494"
"4574","GO:0006414","ISS","LOC105840494"
"4575","GO:0009116","ISS","LOC105839840"
"4576","GO:0007034","ISS","LOC105835889"
"4577","GO:0015074","ISS","LOC105830105"
"4578","GO:0000413","ISS","LOC105835875"
"4579","GO:0006457","ISS","LOC105835875"
"4580","GO:0006865","ISS","LOC105828004"
"4581","GO:0007264","ISS","LOC105837142"
"4582","GO:0006355","ISS","LOC105840539"
"4583","GO:0007264","ISS","LOC105834702"
"4584","GO:0043066","ISS","LOC105838646"
"4585","GO:0006695","ISS","LOC105833397"
"4586","GO:0007186","ISS","LOC105835785"
"4587","GO:0006979","ISS","LOC105830960"
"4588","GO:0055114","ISS","LOC105830960"
"4589","GO:0055114","ISS","LOC105830960"
"4590","GO:0008152","ISS","LOC105832497"
"4591","GO:0007264","ISS","LOC105834343"
"4592","GO:0007049","ISS","LOC105830286"
"4593","GO:0006801","ISS","LOC105834771"
"4594","GO:0055114","ISS","LOC105834771"
"4595","GO:0009116","ISS","LOC105827930"
"4596","GO:0006413","ISS","LOC105829128"
"4597","GO:0015991","ISS","LOC105828126"
"4598","GO:0015986","ISS","LOC105835001"
"4599","GO:0032324","ISS","LOC105835214"
"4600","GO:0006508","ISS","LOC105828709"
"4601","GO:0006979","ISS","LOC105837252"
"4602","GO:0055114","ISS","LOC105837252"
"4603","GO:0006508","ISS","LOC105828230"
"4604","GO:0055114","ISS","LOC105828921"
"4605","GO:0006465","ISS","LOC105833548"
"4606","GO:0006355","ISS","LOC105827964"
"4607","GO:0006357","ISS","LOC105834619"
"4608","GO:0055114","ISS","LOC105832235"
"4609","GO:0006508","ISS","LOC105831856"
"4610","GO:0050909","ISS","LOC105835089"
"4611","GO:0055114","ISS","LOC105828049"
"4612","GO:0030833","ISS","LOC105830843"
"4613","GO:0034314","ISS","LOC105830843"
"4614","GO:0006397","ISS","LOC105833456"
"4615","GO:0030150","ISS","LOC105835319"
"4616","GO:0006796","ISS","LOC105829841"
"4617","GO:0006508","ISS","LOC105831981"
"4618","GO:0006412","ISS","LOC105837301"
"4619","GO:0006412","ISS","LOC105837277"
"4620","GO:0009966","ISS","LOC105829716"
"4621","GO:0043666","ISS","LOC105829716"
"4622","GO:0006508","ISS","LOC105831068"
"4623","GO:0015074","ISS","LOC105839427"
"4624","GO:0006418","ISS","LOC105828076"
"4625","GO:0006807","ISS","LOC105829885"
"4626","GO:0006355","ISS","LOC105836928"
"4627","GO:0007264","ISS","LOC105829425"
"4628","GO:0007264","ISS","LOC105829425"
"4629","GO:0009058","ISS","LOC105829845"
"4630","GO:0006508","ISS","LOC105830449"
"4631","GO:0007608","ISS","LOC105836868"
"4632","GO:0006470","ISS","LOC105839537"
"4633","GO:0006355","ISS","LOC105838124"
"4634","GO:0006281","ISS","LOC105836900"
"4635","GO:0007608","ISS","LOC105832575"
"4636","GO:0007608","ISS","LOC105832575"
"4637","GO:0055114","ISS","LOC105835008"
"4638","GO:0007608","ISS","LOC105827978"
"4639","GO:0006508","ISS","LOC105831042"
"4640","GO:0006508","ISS","LOC105836200"
"4641","GO:0006520","ISS","LOC105840519"
"4642","GO:0055114","ISS","LOC105840519"
"4643","GO:0006613","ISS","LOC105838842"
"4644","GO:0006313","ISS","LOC105828489"
"4645","GO:0009253","ISS","LOC105839670"
"4646","GO:0006412","ISS","LOC105828025"
"4647","GO:0006412","ISS","LOC105828025"
"4648","GO:0006412","ISS","LOC105828025"
"4649","GO:0000413","ISS","LOC105832594"
"4650","GO:0006457","ISS","LOC105832594"
"4651","GO:0055114","ISS","LOC105831369"
"4652","GO:0015940","ISS","LOC105829788"
"4653","GO:0007264","ISS","LOC105839779"
"4654","GO:0006030","ISS","LOC105836472"
"4655","GO:0006030","ISS","LOC105836472"
"4656","GO:0006879","ISS","LOC105840440"
"4657","GO:0015074","ISS","LOC105840880"
"4658","GO:0006355","ISS","LOC105828526"
"4659","GO:0006508","ISS","LOC105832896"
"4660","GO:0006468","ISS","LOC105835131"
"4661","GO:0006468","ISS","LOC105835131"
"4662","GO:0006357","ISS","LOC105834698"
"4663","GO:0006470","ISS","LOC105838185"
"4664","GO:0007608","ISS","LOC105838266"
"4665","GO:0006418","ISS","LOC105827976"
"4666","GO:0007264","ISS","LOC105830996"
"4667","GO:0006465","ISS","LOC105839568"
"4668","GO:0007608","ISS","LOC105834287"
"4669","GO:0007608","ISS","LOC105834287"
"4670","GO:0051028","ISS","LOC105834441"
"4671","GO:0006414","ISS","LOC105835411"
"4672","GO:0006397","ISS","LOC105830386"
"4673","GO:0007264","ISS","LOC105840387"
"4674","GO:0006508","ISS","LOC105834881"
"4675","GO:0007608","ISS","LOC105838762"
"4676","GO:0007608","ISS","LOC105832584"
"4677","GO:0016042","ISS","LOC105840695"
"4678","GO:0007608","ISS","LOC105839480"
"4679","GO:0015074","ISS","LOC105828114"
"4680","GO:0006351","ISS","LOC105837562"
"4681","GO:0055085","ISS","LOC105835662"
"4682","GO:0007034","ISS","LOC105830433"
"4683","GO:0007608","ISS","LOC105832581"
"4684","GO:0008299","ISS","LOC105833122"
"4685","GO:0006470","ISS","LOC105840796"
"4686","GO:0006886","ISS","LOC105832758"
"4687","GO:0016192","ISS","LOC105832758"
"4688","GO:0008033","ISS","LOC105833570"
"4689","GO:0016192","ISS","LOC105832814"
"4690","GO:0008152","ISS","LOC105833532"
"4691","GO:0007608","ISS","LOC105828565"
"4692","GO:0006412","ISS","LOC105831293"
"4693","GO:0006412","ISS","LOC105831293"
"4694","GO:0006289","ISS","LOC105833734"
"4695","GO:0006355","ISS","LOC105833734"
"4696","GO:0006915","ISS","LOC105838031"
"4697","GO:0006919","ISS","LOC105838031"
"4698","GO:0030041","ISS","LOC105829961"
"4699","GO:0034314","ISS","LOC105829961"
"4700","GO:0055114","ISS","LOC105830973"
"4701","GO:0006508","ISS","LOC105836626"
"4702","GO:0006457","ISS","LOC105827912"
"4703","GO:0007034","ISS","LOC105835170"
"4704","GO:0006364","ISS","LOC105838967"
"4705","GO:0007608","ISS","LOC105836908"
"4706","GO:0006412","ISS","LOC105838912"
"4707","GO:0006412","ISS","LOC105838912"
"4708","GO:0035556","ISS","LOC105835231"
"4709","GO:0035556","ISS","LOC105835231"
"4710","GO:0022900","ISS","LOC105833007"
"4711","GO:0006281","ISS","LOC105839677"
"4712","GO:0006310","ISS","LOC105839677"
"4713","GO:0016192","ISS","LOC105837221"
"4714","GO:0006412","ISS","LOC105828023"
"4715","GO:0006412","ISS","LOC105828023"
"4716","GO:0007608","ISS","LOC105829159"
"4717","GO:0007608","ISS","LOC105830183"
"4718","GO:0007186","ISS","LOC105833001"
"4719","GO:0055114","ISS","LOC105827906"
"4720","GO:0006413","ISS","LOC105830500"
"4721","GO:0000413","ISS","LOC105835661"
"4722","GO:0006457","ISS","LOC105835661"
"4723","GO:0007165","ISS","LOC105838903"
"4724","GO:0006415","ISS","LOC105829563"
"4725","GO:0016226","ISS","LOC105838244"
"4726","GO:0007608","ISS","LOC105831263"
"4727","GO:0055085","ISS","LOC105832001"
"4728","GO:0007608","ISS","LOC105836880"
"4729","GO:0006165","ISS","LOC105834281"
"4730","GO:0006183","ISS","LOC105834281"
"4731","GO:0006228","ISS","LOC105834281"
"4732","GO:0006241","ISS","LOC105834281"
"4733","GO:0070836","ISS","LOC105828986"
"4734","GO:0007608","ISS","LOC105834282"
"4735","GO:0006388","ISS","LOC105837181"
"4736","GO:0006879","ISS","LOC105835389"
"4737","GO:0006508","ISS","LOC105840202"
"4738","GO:0007608","ISS","LOC105832823"
"4739","GO:0006508","ISS","LOC105832895"
"4740","GO:0006412","ISS","LOC105836999"
"4741","GO:0050909","ISS","LOC105831477"
"4742","GO:0006165","ISS","LOC105831407"
"4743","GO:0006183","ISS","LOC105831407"
"4744","GO:0006228","ISS","LOC105831407"
"4745","GO:0006241","ISS","LOC105831407"
"4746","GO:0006508","ISS","LOC105837700"
"4747","GO:0006030","ISS","LOC105831501"
"4748","GO:0006508","ISS","LOC105828448"
"4749","GO:0006508","ISS","LOC105828448"
"4750","GO:0006355","ISS","LOC105831563"
"4751","GO:0006545","ISS","LOC105838132"
"4752","GO:0009165","ISS","LOC105838132"
"4753","GO:0055114","ISS","LOC105838132"
"4754","GO:0055114","ISS","LOC105839935"
"4755","GO:0055114","ISS","LOC105839935"
"4756","GO:0008152","ISS","LOC105832676"
"4757","GO:0000413","ISS","LOC105835146"
"4758","GO:0006457","ISS","LOC105835146"
"4759","GO:0006452","ISS","LOC105840984"
"4760","GO:0045901","ISS","LOC105840984"
"4761","GO:0045905","ISS","LOC105840984"
"4762","GO:0006313","ISS","LOC105830275"
"4763","GO:0008299","ISS","LOC105837340"
"4764","GO:0006508","ISS","LOC105838538"
"4765","GO:0006508","ISS","LOC105840203"
"4766","GO:0007186","ISS","LOC105830491"
"4767","GO:0009116","ISS","LOC105831545"
"4768","GO:0001919","ISS","LOC105832481"
"4769","GO:0007040","ISS","LOC105832481"
"4770","GO:0032008","ISS","LOC105832481"
"4771","GO:0032439","ISS","LOC105832481"
"4772","GO:0042632","ISS","LOC105832481"
"4773","GO:0043410","ISS","LOC105832481"
"4774","GO:0071230","ISS","LOC105832481"
"4775","GO:0043065","ISS","LOC105839971"
"4776","GO:0007608","ISS","LOC105834283"
